skill_id,job_id,skill
308,70,React
309,70,Git
310,70,TypeScript
311,70,JavaScript
312,70,CSS
313,71,TypeScript
314,71,JavaScript
315,71,CSS
316,71,React
317,71,Git
318,71,GraphQL
319,72,Kubernetes
320,72,AWS
321,72,Python
322,72,Git
323,72,Docker
324,73,SwiftUI
325,73,Swift
326,73,Git
327,74,Docker
328,74,Azure
329,74,Terraform
330,75,Tableau
331,75,R
332,75,Power BI
333,75,SQL
334,75,Statistics
335,75,Excel
336,76,Python
337,76,Power BI
338,76,Tableau
339,76,Excel
340,76,R
341,77,Python
342,77,SIEM
343,77,AWS
344,78,Kubernetes
345,78,GCP
346,78,Terraform
347,78,Azure
348,79,GCP
349,79,Terraform
350,79,AWS
351,79,Networking
352,79,Docker
353,80,Docker
354,80,AWS
355,80,Go
356,80,PostgreSQL
357,80,Python
358,80,Kafka
359,81,AWS
360,81,Kubernetes
361,81,Docker
362,81,Linux
363,81,Python
364,82,AWS
365,82,Docker
366,82,Linux
367,83,Scikit-learn
368,83,PyTorch
369,83,AWS
370,83,Python
371,83,SQL
372,84,Docker
373,84,Python
374,84,TensorFlow
375,84,AWS
376,85,AWS
377,85,Linux
378,85,Python
379,85,SIEM
380,85,Network Security
381,86,Swift
382,86,Xcode
383,86,Agile
384,86,UIKit
385,86,SwiftUI
386,87,SIEM
387,87,AWS
388,87,Linux
389,88,Network Security
390,88,Python
391,88,Linux
392,89,SQL
393,89,Airflow
394,89,Python
395,90,Agile
396,90,UIKit
397,90,Xcode
398,90,Swift
399,90,SwiftUI
400,90,Git
401,91,Java
402,91,Git
403,91,React
404,91,AWS
405,92,Python
406,92,Airflow
407,92,SQL
408,93,Spark
409,93,AWS
410,93,Kafka
411,93,dbt
412,94,Vue.js
413,94,JavaScript
414,94,CSS
415,94,React
416,95,React
417,95,SQL
418,95,Java
419,95,Python
420,96,Python
421,96,Tableau
422,96,Excel
423,96,R
424,96,Power BI
425,96,Statistics
426,97,SwiftUI
427,97,Xcode
428,97,Git
429,97,REST APIs
430,97,UIKit
431,98,UIKit
432,98,SwiftUI
433,98,Git
434,98,Swift
435,98,Agile
436,99,SQL
437,99,AWS
438,99,React
439,99,Docker
440,99,Python
441,99,Kubernetes
442,100,Linux
443,100,Network Security
444,100,AWS
445,100,Penetration Testing
446,100,Python
447,100,SIEM
448,101,Docker
449,101,Java
450,101,AWS
451,102,Docker
452,102,Java
453,102,AWS
454,103,REST APIs
455,103,Swift
456,103,Xcode
457,104,PostgreSQL
458,104,Go
459,104,Python
460,104,Docker
461,105,Roadmapping
462,105,SQL
463,105,Agile
464,106,Terraform
465,106,AWS
466,106,GCP
467,107,Terraform
468,107,Kubernetes
469,107,Linux
470,107,Docker
471,108,AWS
472,108,Airflow
473,108,Kafka
474,108,dbt
475,108,Spark
476,109,Git
477,109,TypeScript
478,109,GraphQL
479,109,CSS
480,109,Vue.js
481,109,React
482,110,Python
483,110,Linux
484,110,Kubernetes
485,110,Terraform
486,111,Jira
487,111,Product Strategy
488,111,Agile
489,111,SQL
490,111,Analytics
491,111,Roadmapping
492,112,Go
493,112,Python
494,112,Redis
495,112,PostgreSQL
496,112,Kafka
497,112,AWS
498,113,Docker
499,113,AWS
500,113,Kubernetes
501,113,Linux
502,113,CI/CD
503,113,Python
504,114,Python
505,114,PostgreSQL
506,114,Docker
507,114,Kafka
508,114,Redis
509,114,Java
510,115,Linux
511,115,Kubernetes
512,115,Terraform
513,115,Python
514,115,AWS
515,116,Product Strategy
516,116,Roadmapping
517,116,Jira
518,116,Agile
519,116,SQL
520,117,React
521,117,Java
522,117,Python
523,117,Kubernetes
524,118,DAX
525,118,SQL
526,118,Qlik
527,118,Tableau
528,118,Power BI
529,118,Python
530,119,Linux
531,119,AWS
532,119,Python
533,119,Network Security
534,119,SIEM
535,120,JavaScript
536,120,GraphQL
537,120,CSS
538,120,Git
539,120,Vue.js
540,120,TypeScript
541,121,Agile
542,121,SwiftUI
543,121,Git
544,121,REST APIs
545,121,UIKit
546,122,Tableau
547,122,SQL
548,122,Python
549,122,Statistics
550,122,R
551,122,Power BI
552,123,Python
553,123,SQL
554,123,TensorFlow
555,123,Docker
556,123,Scikit-learn
557,124,Statistics
558,124,Excel
559,124,Power BI
560,124,Tableau
561,124,R
562,125,REST APIs
563,125,Xcode
564,125,Git
565,125,UIKit
566,126,DAX
567,126,Python
568,126,Qlik
569,127,Docker
570,127,Git
571,127,Python
572,127,Kubernetes
573,128,SQL
574,128,TensorFlow
575,128,Docker
576,128,PyTorch
577,128,AWS
578,129,Xcode
579,129,Git
580,129,Swift
581,129,REST APIs
582,130,CSS
583,130,TypeScript
584,130,Git
585,131,R
586,131,SQL
587,131,Python
588,131,Excel
589,131,Tableau
590,131,Statistics
591,132,Statistics
592,132,Tableau
593,132,Excel
594,133,SwiftUI
595,133,REST APIs
596,133,Agile
597,133,Git
598,134,Java
599,134,Python
600,134,Go
601,134,Redis
602,134,PostgreSQL
603,135,GCP
604,135,Kubernetes
605,135,Docker
606,136,Docker
607,136,Python
608,136,Git
609,136,Java
610,136,Kubernetes
611,136,React
612,137,PostgreSQL
613,137,Python
614,137,Kafka
615,137,Go
616,137,Java
617,138,Python
618,138,DAX
619,138,SQL
620,139,AWS
621,139,Python
622,139,Kafka
623,139,dbt
624,139,SQL
625,139,Spark
626,140,Python
627,140,Airflow
628,140,AWS
629,140,Spark
630,140,dbt
631,141,Docker
632,141,AWS
633,141,TensorFlow
634,141,Python
635,141,PyTorch
636,141,SQL
637,142,AWS
638,142,PyTorch
639,142,TensorFlow
640,143,R
641,143,Python
642,143,Statistics
643,143,SQL
644,144,Python
645,144,R
646,144,Statistics
647,144,Tableau
648,145,Kafka
649,145,Python
650,145,AWS
651,145,PostgreSQL
652,145,Java
653,146,Docker
654,146,Python
655,146,Kubernetes
656,146,AWS
657,147,SIEM
658,147,Penetration Testing
659,147,Network Security
660,147,AWS
661,147,Python
662,148,DAX
663,148,Python
664,148,Power BI
665,148,SQL
666,149,Agile
667,149,Analytics
668,149,SQL
669,149,Jira
670,149,Product Strategy
671,150,Python
672,150,TensorFlow
673,150,AWS
674,151,Azure
675,151,Terraform
676,151,AWS
677,152,Airflow
678,152,AWS
679,152,SQL
680,152,Spark
681,152,dbt
682,152,Kafka
683,153,Analytics
684,153,Roadmapping
685,153,SQL
686,153,Product Strategy
687,154,SwiftUI
688,154,Git
689,154,Xcode
690,154,UIKit
691,154,Agile
692,154,REST APIs
693,155,Roadmapping
694,155,Agile
695,155,SQL
696,155,Product Strategy
697,156,Terraform
698,156,Docker
699,156,Networking
700,156,AWS
701,156,GCP
702,157,SIEM
703,157,Network Security
704,157,Python
705,158,SQL
706,158,dbt
707,158,Airflow
708,158,AWS
709,159,SQL
710,159,Tableau
711,159,Python
712,159,Statistics
713,160,Python
714,160,SQL
715,160,Tableau
716,160,Statistics
717,161,Qlik
718,161,Python
719,161,Power BI
720,161,Excel
721,162,UIKit
722,162,Agile
723,162,REST APIs
724,163,Git
725,163,Python
726,163,Docker
727,163,AWS
728,164,Git
729,164,Kubernetes
730,164,Java
731,164,Python
732,165,Snowflake
733,165,Python
734,165,Airflow
735,165,dbt
736,166,Tableau
737,166,Excel
738,166,DAX
739,167,SIEM
740,167,AWS
741,167,Linux
742,167,Python
743,168,Python
744,168,Kafka
745,168,Snowflake
746,169,Roadmapping
747,169,Agile
748,169,Analytics
749,170,SwiftUI
750,170,REST APIs
751,170,Git
752,170,Swift
753,170,Xcode
754,171,Terraform
755,171,Docker
756,171,Python
757,171,AWS
758,172,Python
759,172,AWS
760,172,Java
761,173,AWS
762,173,PostgreSQL
763,173,Kafka
764,173,Python
765,173,Go
766,174,GCP
767,174,Azure
768,174,AWS
769,174,Kubernetes
770,174,Networking
771,175,AWS
772,175,Terraform
773,175,CI/CD
774,175,Docker
775,175,Linux
776,175,Python
777,176,Python
778,176,Go
779,176,PostgreSQL
780,176,AWS
781,176,Kafka
782,177,Kafka
783,177,Python
784,177,Redis
785,177,Docker
786,177,AWS
787,177,PostgreSQL
788,178,PostgreSQL
789,178,Kafka
790,178,Go
791,178,AWS
792,178,Python
793,179,Docker
794,179,Kafka
795,179,Java
796,179,PostgreSQL
797,179,Redis
798,180,Python
799,180,Excel
800,180,R
801,181,Linux
802,181,Network Security
803,181,AWS
804,181,SIEM
805,181,Python
806,182,Power BI
807,182,Python
808,182,Tableau
809,182,Excel
810,182,R
811,183,Git
812,183,REST APIs
813,183,Swift
814,184,Power BI
815,184,DAX
816,184,SQL
817,184,Qlik
818,184,Tableau
819,184,Excel
820,185,Python
821,185,Kubernetes
822,185,SQL
823,185,AWS
824,185,Java
825,186,Docker
826,186,Python
827,186,AWS
828,186,Linux
829,187,Python
830,187,DAX
831,187,Excel
832,188,Docker
833,188,Scikit-learn
834,188,Python
835,189,SIEM
836,189,AWS
837,189,Network Security
838,189,Linux
839,189,Penetration Testing
840,190,TypeScript
841,190,CSS
842,190,GraphQL
843,190,Vue.js
844,190,React
845,190,JavaScript
846,191,Product Strategy
847,191,Jira
848,191,SQL
849,192,SIEM
850,192,Python
851,192,Network Security
852,192,AWS
853,193,CI/CD
854,193,Linux
855,193,AWS
856,193,Kubernetes
857,193,Python
858,193,Terraform
859,194,dbt
860,194,SQL
861,194,Python
862,194,Kafka
863,194,Airflow
864,194,Spark
865,195,AWS
866,195,Snowflake
867,195,Kafka
868,195,dbt
869,196,Python
870,196,SQL
871,196,Power BI
872,196,Tableau
873,196,Statistics
874,196,R
875,197,Product Strategy
876,197,Jira
877,197,Roadmapping
878,198,AWS
879,198,Python
880,198,Linux
881,198,Docker
882,199,SQL
883,199,TensorFlow
884,199,PyTorch
885,199,Docker
886,200,GCP
887,200,Azure
888,200,AWS
889,200,Docker
890,201,Kubernetes
891,201,Git
892,201,Docker
893,201,React
894,201,SQL
895,201,AWS
896,202,GraphQL
897,202,TypeScript
898,202,JavaScript
899,203,Azure
900,203,Docker
901,203,Kubernetes
902,203,Networking
903,203,Terraform
904,204,Statistics
905,204,Python
906,204,Excel
907,204,SQL
908,204,Power BI
909,205,Python
910,205,Spark
911,205,AWS
912,205,Snowflake
913,205,Kafka
914,206,PostgreSQL
915,206,Java
916,206,Redis
917,206,Go
918,207,Python
919,207,CI/CD
920,207,AWS
921,207,Linux
922,208,Vue.js
923,208,Git
924,208,TypeScript
925,209,Python
926,209,Docker
927,209,Linux
928,209,CI/CD
929,210,React
930,210,AWS
931,210,Python
932,210,SQL
933,210,Kubernetes
934,210,Git
935,211,Python
936,211,Tableau
937,211,SQL
938,211,R
939,212,Kubernetes
940,212,Python
941,212,Terraform
942,212,AWS
943,212,Docker
944,212,CI/CD
945,213,Python
946,213,Power BI
947,213,Tableau
948,213,Qlik
949,213,Excel
950,213,SQL
951,214,Kafka
952,214,Python
953,214,Airflow
954,214,dbt
955,214,AWS
956,215,Python
957,215,Java
958,215,Redis
959,216,Python
960,216,Docker
961,216,Kafka
962,217,Kafka
963,217,Python
964,217,dbt
965,217,SQL
966,217,Snowflake
967,218,Kafka
968,218,Spark
969,218,Airflow
970,218,AWS
971,219,Statistics
972,219,Power BI
973,219,Tableau
974,219,SQL
975,219,R
976,220,SQL
977,220,Tableau
978,220,Python
979,220,Excel
980,220,Statistics
981,220,Power BI
982,221,Python
983,221,Scikit-learn
984,221,PyTorch
985,221,AWS
986,222,Python
987,222,Qlik
988,222,Tableau
989,223,Java
990,223,SQL
991,223,Git
992,223,React
993,223,Kubernetes
994,224,CSS
995,224,Vue.js
996,224,React
997,224,JavaScript
998,224,GraphQL
999,224,Git
1000,225,TensorFlow
1001,225,Scikit-learn
1002,225,AWS
1003,225,Docker
1004,225,PyTorch
1005,225,Python
1006,226,Kubernetes
1007,226,Terraform
1008,226,AWS
1009,227,AWS
1010,227,PostgreSQL
1011,227,Python
1012,227,Kafka
1013,227,Go
1014,228,Statistics
1015,228,R
1016,228,Power BI
1017,229,Redis
1018,229,AWS
1019,229,Python
1020,229,Go
1021,230,Python
1022,230,AWS
1023,230,Kubernetes
1024,231,Kubernetes
1025,231,Docker
1026,231,React
1027,231,Python
1028,231,SQL
1029,231,AWS
1030,232,Kafka
1031,232,Snowflake
1032,232,Python
1033,232,AWS
1034,233,Python
1035,233,SQL
1036,233,Java
1037,233,Git
1038,234,Product Strategy
1039,234,Analytics
1040,234,Agile
1041,234,Roadmapping
1042,234,SQL
1043,234,Jira
1044,235,Agile
1045,235,Jira
1046,235,SQL
1047,235,Roadmapping
1048,235,Analytics
1049,235,Product Strategy
1050,236,Power BI
1051,236,R
1052,236,SQL
1053,236,Excel
1054,236,Statistics
1055,237,Redis
1056,237,Docker
1057,237,Python
1058,237,PostgreSQL
1059,238,Product Strategy
1060,238,Analytics
1061,238,SQL
1062,238,Jira
1063,238,Agile
1064,238,Roadmapping
1065,239,Python
1066,239,Snowflake
1067,239,SQL
1068,239,Spark
1069,239,Kafka
1070,240,Networking
1071,240,Azure
1072,240,GCP
1073,240,Docker
1074,240,AWS
1075,240,Kubernetes
1076,241,Excel
1077,241,SQL
1078,241,Python
1079,241,Tableau
1080,242,CSS
1081,242,Git
1082,242,JavaScript
1083,242,GraphQL
1084,242,Vue.js
1085,243,Penetration Testing
1086,243,Python
1087,243,Linux
1088,243,AWS
1089,243,Network Security
1090,244,R
1091,244,Power BI
1092,244,Statistics
1093,245,Python
1094,245,AWS
1095,245,SQL
1096,245,PyTorch
1097,246,Penetration Testing
1098,246,Linux
1099,246,SIEM
1100,246,AWS
1101,247,Networking
1102,247,Kubernetes
1103,247,GCP
1104,247,Terraform
1105,247,AWS
1106,247,Azure
1107,248,Git
1108,248,UIKit
1109,248,Agile
1110,248,Xcode
1111,249,SwiftUI
1112,249,UIKit
1113,249,Git
1114,249,Swift
1115,250,AWS
1116,250,Docker
1117,250,GCP
1118,250,Azure
1119,250,Networking
1120,251,SQL
1121,251,Snowflake
1122,251,Kafka
1123,251,Spark
1124,252,Python
1125,252,Terraform
1126,252,Linux
1127,252,Docker
1128,253,Analytics
1129,253,Agile
1130,253,Product Strategy
1131,253,Roadmapping
1132,253,SQL
1133,253,Jira
1134,254,Penetration Testing
1135,254,Python
1136,254,SIEM
1137,254,Linux
1138,254,AWS
1139,254,Network Security
1140,255,Docker
1141,255,Networking
1142,255,Azure
1143,255,GCP
1144,256,Airflow
1145,256,dbt
1146,256,SQL
1147,256,Kafka
1148,256,Python
1149,257,Agile
1150,257,Swift
1151,257,UIKit
1152,257,Xcode
1153,257,Git
1154,258,Spark
1155,258,AWS
1156,258,dbt
1157,259,React
1158,259,JavaScript
1159,259,CSS
1160,259,TypeScript
1161,259,Vue.js
1162,259,GraphQL
1163,260,Xcode
1164,260,REST APIs
1165,260,UIKit
1166,260,Swift
1167,261,Analytics
1168,261,Product Strategy
1169,261,Jira
1170,261,SQL
1171,261,Agile
1172,261,Roadmapping
1173,262,Tableau
1174,262,Excel
1175,262,Statistics
1176,263,Roadmapping
1177,263,SQL
1178,263,Analytics
1179,264,Linux
1180,264,AWS
1181,264,Python
1182,264,Network Security
1183,264,Penetration Testing
1184,265,Product Strategy
1185,265,Analytics
1186,265,SQL
1187,265,Agile
1188,265,Roadmapping
1189,266,Tableau
1190,266,Power BI
1191,266,Python
1192,266,SQL
1193,266,DAX
1194,267,Docker
1195,267,Python
1196,267,CI/CD
1197,267,Terraform
1198,268,Kubernetes
1199,268,Python
1200,268,React
1201,268,AWS
1202,268,Docker
1203,268,Git
1204,269,Docker
1205,269,Python
1206,269,Kubernetes
1207,269,AWS
1208,270,JavaScript
1209,270,GraphQL
1210,270,Vue.js
1211,271,dbt
1212,271,Python
1213,271,Spark
1214,272,Python
1215,272,Linux
1216,272,AWS
1217,273,Xcode
1218,273,Agile
1219,273,SwiftUI
1220,274,Snowflake
1221,274,AWS
1222,274,Airflow
1223,274,SQL
1224,275,Git
1225,275,React
1226,275,TypeScript
1227,276,PyTorch
1228,276,Python
1229,276,SQL
1230,276,Docker
1231,276,TensorFlow
1232,277,Terraform
1233,277,Azure
1234,277,AWS
1235,277,Networking
1236,277,Docker
1237,278,Networking
1238,278,Terraform
1239,278,Azure
1240,278,Docker
1241,278,Kubernetes
1242,278,AWS
1243,279,Git
1244,279,Vue.js
1245,279,GraphQL
1246,280,Swift
1247,280,SwiftUI
1248,280,Git
1249,280,Agile
1250,280,REST APIs
1251,280,Xcode
1252,281,CSS
1253,281,Git
1254,281,GraphQL
1255,281,React
1256,281,JavaScript
1257,281,Vue.js
1258,282,Network Security
1259,282,Penetration Testing
1260,282,SIEM
1261,282,Python
1262,283,Excel
1263,283,Python
1264,283,SQL
1265,283,Qlik
1266,284,SQL
1267,284,Python
1268,284,Scikit-learn
1269,284,AWS
1270,284,TensorFlow
1271,285,PostgreSQL
1272,285,Redis
1273,285,Java
1274,286,Docker
1275,286,CI/CD
1276,286,Kubernetes
1277,287,Vue.js
1278,287,JavaScript
1279,287,TypeScript
1280,288,SwiftUI
1281,288,Git
1282,288,UIKit
1283,288,Agile
1284,288,Xcode
1285,288,REST APIs
1286,289,Xcode
1287,289,Swift
1288,289,SwiftUI
1289,289,Git
1290,289,Agile
1291,290,Statistics
1292,290,Tableau
1293,290,Power BI
1294,291,React
1295,291,CSS
1296,291,JavaScript
1297,291,TypeScript
1298,291,GraphQL
1299,292,Python
1300,292,Java
1301,292,Docker
1302,292,Git
1303,292,React
1304,293,Kubernetes
1305,293,Git
1306,293,React
1307,294,Python
1308,294,Excel
1309,294,R
1310,295,Agile
1311,295,Swift
1312,295,Xcode
1313,295,Git
1314,295,UIKit
1315,296,SwiftUI
1316,296,Xcode
1317,296,REST APIs
1318,297,Network Security
1319,297,Python
1320,297,Linux
1321,297,Penetration Testing
1322,298,React
1323,298,Kubernetes
1324,298,SQL
1325,299,SQL
1326,299,AWS
1327,299,Snowflake
1328,299,Spark
1329,300,Python
1330,300,Tableau
1331,300,Statistics
1332,300,Power BI
1333,300,Excel
1334,300,R
1335,301,PostgreSQL
1336,301,Redis
1337,301,Kafka
1338,301,Java
1339,301,Docker
1340,301,Python
1341,302,AWS
1342,302,Docker
1343,302,Python
1344,302,Git
1345,303,Kafka
1346,303,AWS
1347,303,Python
1348,303,PostgreSQL
1349,304,Vue.js
1350,304,Git
1351,304,JavaScript
1352,304,GraphQL
1353,304,TypeScript
1354,304,CSS
1355,305,Snowflake
1356,305,SQL
1357,305,Airflow
1358,305,dbt
1359,305,Kafka
1360,305,Python
1361,306,Python
1362,306,Airflow
1363,306,dbt
1364,306,SQL
1365,306,Snowflake
1366,307,Python
1367,307,R
1368,307,Power BI
1369,307,Tableau
1370,308,Agile
1371,308,Product Strategy
1372,308,Jira
1373,308,Roadmapping
1374,309,CSS
1375,309,Vue.js
1376,309,JavaScript
1377,309,React
1378,309,TypeScript
1379,310,Statistics
1380,310,SQL
1381,310,Tableau
1382,310,Python
1383,311,CSS
1384,311,TypeScript
1385,311,React
1386,312,DAX
1387,312,Qlik
1388,312,Power BI
1389,312,Excel
1390,312,Tableau
1391,312,SQL
1392,313,Python
1393,313,Java
1394,313,Redis
1395,313,Kafka
1396,313,Go
1397,314,Qlik
1398,314,Tableau
1399,314,SQL
1400,315,Tableau
1401,315,Qlik
1402,315,Excel
1403,315,Python
1404,315,DAX
1405,315,Power BI
1406,316,Docker
1407,316,PyTorch
1408,316,Scikit-learn
1409,316,Python
1410,316,AWS
1411,317,AWS
1412,317,Python
1413,317,Terraform
1414,318,Networking
1415,318,AWS
1416,318,Terraform
1417,318,Kubernetes
1418,318,Azure
1419,318,Docker
1420,319,Qlik
1421,319,DAX
1422,319,Tableau
1423,319,Python
1424,320,Network Security
1425,320,Linux
1426,320,SIEM
1427,320,Python
1428,320,Penetration Testing
1429,320,AWS
1430,321,R
1431,321,SQL
1432,321,Tableau
1433,321,Statistics
1434,321,Power BI
1435,321,Python
1436,322,React
1437,322,Docker
1438,322,SQL
1439,322,Java
1440,322,Kubernetes
1441,322,Git
1442,323,Linux
1443,323,Kubernetes
1444,323,Python
1445,323,AWS
1446,323,Terraform
1447,323,Docker
1448,324,Linux
1449,324,Docker
1450,324,CI/CD
1451,324,AWS
1452,324,Terraform
1453,324,Python
1454,325,Go
1455,325,AWS
1456,325,Redis
1457,325,Java
1458,325,Kafka
1459,325,Python
1460,326,Python
1461,326,AWS
1462,326,Go
1463,326,PostgreSQL
1464,326,Docker
1465,327,Kubernetes
1466,327,Terraform
1467,327,Docker
1468,327,AWS
1469,327,Networking
1470,328,TensorFlow
1471,328,PyTorch
1472,328,Docker
1473,329,Python
1474,329,Linux
1475,329,AWS
1476,329,CI/CD
1477,330,Excel
1478,330,SQL
1479,330,Qlik
1480,330,DAX
1481,330,Tableau
1482,331,Kubernetes
1483,331,Python
1484,331,AWS
1485,331,CI/CD
1486,331,Docker
1487,331,Terraform
1488,332,Linux
1489,332,CI/CD
1490,332,Python
1491,332,AWS
1492,333,Networking
1493,333,Azure
1494,333,Kubernetes
1495,333,AWS
1496,333,Docker
1497,333,GCP
1498,334,Jira
1499,334,Agile
1500,334,Roadmapping
1501,334,Analytics
1502,335,Roadmapping
1503,335,Product Strategy
1504,335,SQL
1505,335,Analytics
1506,335,Jira
1507,336,Git
1508,336,Docker
1509,336,SQL
1510,336,Java
1511,337,React
1512,337,CSS
1513,337,Git
1514,337,GraphQL
1515,338,TensorFlow
1516,338,Docker
1517,338,Python
1518,339,AWS
1519,339,Python
1520,339,Docker
1521,339,Terraform
1522,339,Linux
1523,339,Kubernetes
1524,340,Linux
1525,340,AWS
1526,340,Python
1527,340,SIEM
1528,340,Network Security
1529,340,Penetration Testing
1530,341,Agile
1531,341,UIKit
1532,341,SwiftUI
1533,341,Swift
1534,341,Xcode
1535,342,SIEM
1536,342,Linux
1537,342,Python
1538,342,AWS
1539,342,Penetration Testing
1540,343,Kafka
1541,343,Docker
1542,343,PostgreSQL
1543,344,Agile
1544,344,SQL
1545,344,Jira
1546,344,Product Strategy
1547,345,AWS
1548,345,Python
1549,345,Linux
1550,345,Network Security
1551,346,Excel
1552,346,Power BI
1553,346,SQL
1554,346,Statistics
1555,347,Product Strategy
1556,347,Agile
1557,347,Jira
1558,347,SQL
1559,347,Analytics
1560,348,Network Security
1561,348,SIEM
1562,348,AWS
1563,349,Python
1564,349,Terraform
1565,349,Linux
1566,349,Docker
1567,350,Redis
1568,350,PostgreSQL
1569,350,Go
1570,350,Python
1571,351,CI/CD
1572,351,AWS
1573,351,Kubernetes
1574,352,UIKit
1575,352,Swift
1576,352,REST APIs
